,start,end,file,text
235,00:10:12.430,00:10:16.515,chunk236.wav,and also remember like numpy in sixteen
236,00:10:17.380,00:10:20.370,chunk237.wav,and this is time series data this will
237,00:10:20.600,00:10:22.940,chunk238.wav,get converted to float 32 internally and
238,00:10:23.360,00:10:25.370,chunk239.wav,so our output is actually gonna be a
239,00:10:25.280,00:10:27.320,chunk240.wav,floating-point number where you know
240,00:10:27.380,00:10:29.300,chunk241.wav,we're trying to predict a1 but
241,00:10:29.360,00:10:31.460,chunk242.wav,realistically you might get something
242,00:10:31.220,00:10:33.605,chunk243.wav,like 0.8 or something it's a floating
243,00:10:33.560,00:10:36.425,chunk244.wav,point and then the last method will be
244,00:10:35.990,00:10:38.750,chunk245.wav,on epoch n if you want to do any kind of
245,00:10:39.290,00:10:41.180,chunk246.wav,data augmentation the only thing we're
246,00:10:41.510,00:10:43.595,chunk247.wav,going to be using this for is to shuffle
247,00:10:43.070,00:10:45.305,chunk248.wav,the data in between epochs so we get a
248,00:10:45.680,00:10:48.920,chunk249.wav,different distribution for the next
249,00:10:47.540,00:10:50.810,chunk250.wav,batch and yeah that's about it so yeah
250,00:10:52.160,00:10:53.930,chunk251.wav,well we'll talk about we'll head over to
251,00:10:54.080,00:10:56.090,chunk252.wav,the code now we'll kind of talk about
252,00:10:55.700,00:10:57.945,chunk253.wav,running and implementing a lot of the
253,00:10:58.100,00:11:00.090,chunk254.wav,stuff that we just talked about
254,00:11:00.190,00:11:02.005,chunk255.wav,all right so let's head over to github
255,00:11:02.080,00:11:04.735,chunk256.wav,and we can actually start running some
256,00:11:03.820,00:11:06.685,chunk257.wav,of this code so feel free to clone this
257,00:11:07.390,00:11:09.610,chunk258.wav,and I'm gonna assume you guys have
258,00:11:09.550,00:11:11.545,chunk259.wav,anaconda installed and you know how to
259,00:11:11.830,00:11:14.260,chunk260.wav,set up your environment but there is
260,00:11:13.540,00:11:15.685,chunk261.wav,some setup instructions here that should
261,00:11:16.690,00:11:17.995,chunk262.wav,be helpful
262,00:11:17.830,00:11:19.750,chunk263.wav,the main dependencies are like
263,00:11:19.300,00:11:22.225,chunk264.wav,tensorflow 2.0 Capri
264,00:11:21.670,00:11:24.025,chunk265.wav,libero so that should be most of it but
265,00:11:25.150,00:11:27.070,chunk266.wav,the easiest thing would just be to
266,00:11:26.380,00:11:29.140,chunk267.wav,install from the requirements top PI and
267,00:11:28.990,00:11:31.735,chunk268.wav,actually let's look at clean dot PI
268,00:11:31.900,00:11:34.345,chunk269.wav,first so there you go all the way to the
269,00:11:34.480,00:11:36.925,chunk270.wav,bottom at the argument parser will have
270,00:11:36.790,00:11:39.520,chunk271.wav,this wav files directory and this is
271,00:11:39.370,00:11:41.680,chunk272.wav,where we'll put all of our audio data if
272,00:11:42.250,00:11:44.575,chunk273.wav,you want to use your own data this is
273,00:11:43.990,00:11:46.540,chunk274.wav,where you would replace it and we're
274,00:11:46.900,00:11:49.070,chunk275.wav,gonna go to a destination root and so
275,00:11:49.090,00:11:52.105,chunk276.wav,the whole point of cleaning up PI is to
276,00:11:51.240,00:11:54.380,chunk277.wav,down sample the audio and remove any of
277,00:11:55.120,00:11:57.505,chunk278.wav,any dead space in the audio with the
278,00:11:57.520,00:11:59.440,chunk279.wav,threshold detection I'm using the signal
279,00:11:59.890,00:12:02.215,chunk280.wav,envelope that we talked about on the
280,00:12:01.360,00:12:04.420,chunk281.wav,slide so everything's gonna rebuild at
281,00:12:04.540,00:12:07.045,chunk282.wav,this Delta time duration that you can
282,00:12:07.480,00:12:10.120,chunk283.wav,set here and right now it's set for one
283,00:12:09.550,00:12:12.745,chunk284.wav,second and the sample rate so right now
284,00:12:12.760,00:12:15.355,chunk285.wav,it's like forty four point one K I want
285,00:12:15.940,00:12:17.930,chunk286.wav,to down sample that to 16 K so that's
286,00:12:17.950,00:12:20.095,chunk287.wav,how you set the sample rate here and
287,00:12:19.920,00:12:22.250,chunk288.wav,there's two so there's two functions of
288,00:12:22.240,00:12:24.535,chunk289.wav,how this code works you can either test
289,00:12:24.580,00:12:27.295,chunk290.wav,a threshold or you can split your wav
290,00:12:26.830,00:12:29.890,chunk291.wav,files and you'll split all the files
291,00:12:30.010,00:12:32.410,chunk292.wav,within wav files so the first thing you
292,00:12:32.950,00:12:35.200,chunk293.wav,want to do is figure out a threshold
293,00:12:34.810,00:12:37.330,chunk294.wav,that will work for you so you can see
294,00:12:37.450,00:12:39.805,chunk295.wav,it's not commented out and you can put
295,00:12:39.850,00:12:41.770,chunk296.wav,the base so this is going to be the
296,00:12:42.160,00:12:44.110,chunk297.wav,substring that we're going to look for
297,00:12:43.690,00:12:45.985,chunk298.wav,within wav files so it's gonna go
298,00:12:46.060,00:12:47.845,chunk299.wav,through all these find the wav file that
299,00:12:48.280,00:12:50.470,chunk300.wav,you want to use for a threshold
300,00:12:49.630,00:12:52.405,chunk301.wav,detection and you can preview that so
301,00:12:52.660,00:12:55.180,chunk302.wav,and you can set the threshold again
302,00:12:55.180,00:12:57.190,chunk303.wav,remember we're using numpy in 16 if
303,00:12:57.700,00:12:59.019,chunk304.wav,you're using a different datatype and
304,00:12:59.200,00:13:02.330,chunk305.wav,you might want to change this
305,00:13:00.339,00:13:04.279,chunk306.wav,accordingly so now I called my
306,00:13:05.460,00:13:09.600,chunk307.wav,environment audio
307,00:13:08.220,00:13:12.075,chunk308.wav,I'm gonna run cleaned up hi and there's
308,00:13:13.740,00:13:16.140,chunk309.wav,our signal envelope for that specific
309,00:13:15.930,00:13:18.495,chunk310.wav,wav file I think this is the exact same
310,00:13:18.540,00:13:20.805,chunk311.wav,that I used in the slides but yep you
311,00:13:21.060,00:13:23.670,chunk312.wav,can see the signal envelope eventually
312,00:13:23.070,00:13:25.845,chunk313.wav,once the envelope drops below the
313,00:13:26.280,00:13:28.665,chunk314.wav,threshold of 100 then all this is red
314,00:13:28.620,00:13:32.085,chunk315.wav,and all this will be removed when we
315,00:13:31.050,00:13:34.830,chunk316.wav,actually go to clean the audio data so
316,00:13:35.550,00:13:37.950,chunk317.wav,now let's go back to cleaned up hi and
317,00:13:38.610,00:13:40.230,chunk318.wav,once you've found a threshold that works
318,00:13:40.350,00:13:43.170,chunk319.wav,for you you can start to split your
319,00:13:41.850,00:13:45.160,chunk320.wav,waves and so yeah you'll notice that the
320,00:13:45.990,00:13:51.030,chunk321.wav,clean directory does not exist in here
321,00:13:48.470,00:13:53.260,chunk322.wav,yet but let's run this and so this
322,00:13:56.070,00:13:57.780,chunk323.wav,progress bar is for each folder that has
323,00:13:58.050,00:14:00.435,chunk324.wav,to go through so there's going to be ten
324,00:13:59.490,00:14:02.175,chunk325.wav,of these and if you go over here you
325,00:14:02.820,00:14:04.935,chunk326.wav,notice that's just generating all these
326,00:14:04.860,00:14:07.245,chunk327.wav,files and if we actually go in we'll
327,00:14:07.050,00:14:09.165,chunk328.wav,notice that you know this is the same
328,00:14:09.630,00:14:11.250,chunk329.wav,file but there's different so this is
329,00:14:11.280,00:14:12.945,chunk330.wav,like the first second and this is second
330,00:14:12.870,00:14:14.860,chunk331.wav,second so on and so forth
331,00:14:14.610,00:14:17.235,chunk332.wav,we actually inspect these you'll see
332,00:14:16.850,00:14:20.170,chunk333.wav,there one second and duration mono
333,00:14:19.860,00:14:22.779,chunk334.wav,channels and the sample rate is 1600 all
334,00:14:23.490,00:14:25.914,chunk335.wav,right
335,00:14:25.699,00:14:27.919,chunk336.wav,so I'm gonna let this finish and I'll
336,00:14:28.339,00:14:31.019,chunk337.wav,come back and we'll talk a little bit
337,00:14:30.139,00:14:31.919,chunk338.wav,about the data generator
338,00:14:34.499,00:14:36.389,chunk339.wav,so I've opened up trained up high here
339,00:14:35.999,00:14:38.609,chunk340.wav,and we can start by kind of just
340,00:14:38.279,00:14:40.829,chunk341.wav,explaining this data generator class so
341,00:14:41.219,00:14:43.304,chunk342.wav,the input to the generator will be all
342,00:14:43.379,00:14:45.284,chunk343.wav,of the wave file paths and their
343,00:14:45.389,00:14:47.669,chunk344.wav,corresponding labels that go along with
344,00:14:47.189,00:14:49.994,chunk345.wav,them so this is now going to be looking
345,00:14:49.949,00:14:53.144,chunk346.wav,at the wave files that we just created
346,00:14:52.799,00:14:55.724,chunk347.wav,within cleaned-up hive and let's take a
347,00:14:56.339,00:14:58.819,chunk348.wav,look so at the end of the constructor we
348,00:14:58.649,00:15:01.309,chunk349.wav,call on epoch n
349,00:15:01.300,00:15:03.940,chunk350.wav,you go down here this will generate the
350,00:15:03.970,00:15:06.785,chunk351.wav,indices which is basically just a bunch
351,00:15:06.580,00:15:09.400,chunk352.wav,of numbers from zero to the number of
352,00:15:09.600,00:15:12.290,chunk353.wav,wait paths that we have or the number of
353,00:15:12.220,00:15:14.499,chunk354.wav,wave files we want to load and then we
354,00:15:14.980,00:15:17.874,chunk355.wav,can shuffle so at the end of every epoch
355,00:15:16.779,00:15:19.644,chunk356.wav,we will shuffle these indices so the way
356,00:15:20.769,00:15:22.689,chunk357.wav,this works and if you look at the
357,00:15:22.510,00:15:24.535,chunk358.wav,sequence class if you look at the actual
358,00:15:24.610,00:15:27.219,chunk359.wav,documentation you would see that there
359,00:15:26.560,00:15:31.015,chunk360.wav,is a knitter method and that passes an
360,00:15:29.829,00:15:33.639,chunk361.wav,index to specify which index from the
361,00:15:35.470,00:15:37.390,chunk362.wav,batch that it wants so like there's a
362,00:15:37.450,00:15:39.700,chunk363.wav,bunch of batches the number of batches
363,00:15:39.310,00:15:42.250,chunk364.wav,that we have in total is what will be
364,00:15:41.950,00:15:44.514,chunk365.wav,the length of this length it is the
365,00:15:45.190,00:15:48.294,chunk366.wav,total number of files divided by batch
366,00:15:47.079,00:15:50.259,chunk367.wav,size right and so it er is just gonna
367,00:15:51.399,00:15:54.054,chunk368.wav,call get item and so like hey get my
368,00:15:53.440,00:15:55.835,chunk369.wav,data or the specific batch and my
369,00:15:56.709,00:15:59.244,chunk370.wav,favorite way of doing this is to
370,00:15:58.230,00:16:01.879,chunk371.wav,redefine the matrices up front because
371,00:16:01.779,00:16:04.869,chunk372.wav,you know Python is not a typed language
372,00:16:05.529,00:16:07.854,chunk373.wav,it's not very explicit and it's very
